,Service,Country,Local Price,Currency,Plan/Title,Cost in USD (VALUES),GDP per Capita (PPP),Service Type
,Netflix,Romania,7.99,EUR,Basic,$9.05,"$29,554.75",Video Streaming
,Netflix,Iceland,7.99,EUR,Basic,$9.05,"$56,973.68",Video Streaming
,Netflix,Lithuania,7.99,EUR,Basic,$9.05,"$38,751.02",Video Streaming
,Netflix,Russia,7.99,EUR,Basic,$9.05,"$30,819.56",Video Streaming
,Netflix,Malta,7.99,EUR,Basic,$9.05,"$49,589.46",Video Streaming
,Netflix,Slovakia,7.99,EUR,Basic,$9.05,"$38,321.54",Video Streaming
,Netflix,Ireland,7.99,EUR,Basic,$9.05,"$86,988.20",Video Streaming
,Netflix,Turkey,8.99,USD,Basic,$8.99,"$29,326.50",Video Streaming
,YouTube Premium,United States,11.99,USD,Monthly,$11.99,"$67,426.84",Video Streaming
,Netflix,Argentina,8.99,USD,Basic,$8.99,"$19,970.52",Video Streaming
,Netflix,Costa Rica,8.99,USD,Basic,$8.99,"$18,650.95",Video Streaming
,Netflix,Uruguay,8.99,USD,Basic,$8.99,"$24,515.57",Video Streaming
,Amazon Prime,Jamaica,5.99,USD,Monthly,$5.99,"$9,931.56",Video Streaming
,Twitch Prime,United States,12.99,USD,Monthly,$12.99,"$67,426.84",Video Streaming
,Netflix,United States,8.99,USD,Basic,$8.99,"$67,426.84",Video Streaming
,Netflix,Brazil,45.90,BRL,Premium,$8.99,"$17,016.32",Video Streaming
,Netflix,Thailand,280.00,THB,Basic,$8.89,"$21,360.92",Video Streaming
,Netflix,Poland,34.00,PLN,Basic,$8.67,"$35,651.18",Video Streaming
,Apple music,United States,14.99,USD,Family,$14.99,"$67,426.84",Music Streaming
,Apple music,Anguilla*,14.99,USD,Family,$14.99,"$12,200.00",Music Streaming
,Apple music,Montserrat*,14.99,USD,Family,$14.99,"$34,000.00",Music Streaming
,Apple music,Antigua And Barbuda,14.99,USD,Family,$14.99,"$30,593.26",Music Streaming
,Apple music,Costa Rica,14.99,USD,Family,$14.99,"$18,650.95",Music Streaming
,Apple music,Nicaragua,14.99,USD,Family,$14.99,"$5,296.56",Music Streaming
,Apple music,Argentina,14.99,USD,Family,$14.99,"$19,970.52",Music Streaming
,Apple music,Dominica,14.99,USD,Family,$14.99,"$12,850.78",Music Streaming
,Apple music,Panama,14.99,USD,Family,$14.99,"$28,456.01",Music Streaming
,Apple music,Bahamas*,14.99,USD,Family,$14.99,"$28,705.28",Music Streaming
,Apple music,Dominican Republic,14.99,USD,Family,$14.99,"$20,625.37",Music Streaming
,Apple music,Paraguay,14.99,USD,Family,$14.99,"$14,212.92",Music Streaming
,Apple music,Barbados,14.99,USD,Family,$14.99,"$19,363.58",Music Streaming
,Apple music,Peru,14.99,USD,Family,$14.99,"$15,398.62",Music Streaming
,Netflix,India,649.00,INR,Standard,$8.59,"$9,026.87",Video Streaming
,Netflix,Czech Republic,199.00,CZK,Basic,$8.48,"$40,584.79",Video Streaming
,Netflix,South Africa,139.00,ZAR,Standard,$8.25,"$13,965.17",Video Streaming
,Xbox,Switzerland,34.50,CHF,Forza Horizon,$35.99,"$67,557.70",Gaming
,Steam,Switzerland,34.90,CHF,GTA V,$36.41,"$67,557.70",Gaming
,Xbox,Switzerland,40.00,CHF,Red Dead,$41.73,"$67,557.70",Gaming
,Xbox,Switzerland,48.75,CHF,Sekiro,$50.86,"$67,557.70",Gaming
,Playstation,Switzerland,59.90,CHF,Spider-Man,$62.49,"$67,557.70",Gaming
,Steam,Switzerland,71.90,CHF,Doom Eternal,$75.01,"$67,557.70",Gaming
,Nintendo,Switzerland,77.90,CHF,Animal crossing,$81.27,"$67,557.70",Gaming
,Nintendo,Switzerland,77.90,CHF,Mario,$81.27,"$67,557.70",Gaming
,Nintendo,Switzerland,89.00,CHF,Zelda,$92.86,"$67,557.70",Gaming
,Steam,Taiwan,"1,799.00",TWD,Doom Eternal,$60.50,"$57,214.16",Gaming
,Steam,Taiwan,399.00,TWD,PUBG,$13.42,"$57,214.16",Gaming
,Steam,Taiwan,990.00,TWD,GTA V,$33.29,"$57,214.16",Gaming
,Xbox,Taiwan,"1,043.00",TWD,Sekiro,$35.08,"$57,214.16",Gaming
,Xbox,Taiwan,849.00,TWD,Forza Horizon,$28.55,"$57,214.16",Gaming
,Apple music,Moldova,4.99,USD,Individual,$4.99,"$8,160.54",Music Streaming
,Apple music,Tunisia,4.99,USD,Individual,$4.99,"$13,092.76",Music Streaming
,Apple music,Morocco,4.99,USD,Individual,$4.99,"$9,666.65",Music Streaming
,Apple music,Jordan,4.99,USD,Individual,$4.99,"$9,939.37",Music Streaming
,Apple music,Kuwait,4.99,USD,Individual,$4.99,"$67,890.98",Music Streaming
,Apple music,Bahrain,4.99,USD,Individual,$4.99,"$51,991.13",Music Streaming
,Xbox,Taiwan,906.00,TWD,Red Dead,$30.47,"$57,214.16",Gaming
,Steam,Tajikistan,8.99,USD,PUBG,$8.99,"$3,751.15",Gaming
,Steam,Tajikistan,24.99,USD,GTA V,$24.99,"$3,751.15",Gaming
,Steam,Tajikistan,29.99,USD,Doom Eternal,$29.99,"$3,751.15",Gaming
,Steam,Thailand,14.99,USD,PUBG,$14.99,"$21,360.92",Gaming
,Steam,Thailand,"1,970.00",THB,Doom Eternal,$62.57,"$21,360.92",Gaming
,Steam,Thailand,279.50,THB,PUBG,$8.88,"$21,360.92",Gaming
,Steam,Thailand,699.00,THB,GTA V,$22.20,"$21,360.92",Gaming
,Steam,Thailand,19.99,USD,GTA V,$19.99,"$21,360.92",Gaming
,Steam,Thailand,59.99,USD,Doom Eternal,$59.99,"$21,360.92",Gaming
,Steam,Turkey,169.00,TRY,GTA V,$24.95,"$29,326.50",Gaming
,Steam,Turkey,199.00,TRY,Doom Eternal,$29.38,"$29,326.50",Gaming
,Steam,Turkey,43.50,TRY,PUBG,$6.42,"$29,326.50",Gaming
,Playstation,Turkey,119.00,TRY,God Of War,$17.57,"$29,326.50",Gaming
,Xbox,Turkey,130.00,TRY,Forza Horizon,$19.20,"$29,326.50",Gaming
,Apple music,Oman,4.99,USD,Individual,$4.99,"$48,593.47",Music Streaming
,Apple music,Qatar,17.99,QAR,Individual,$4.93,"$138,909.78",Music Streaming
,Apple music,Hungary,"1,490.00",HUF,Individual,$4.90,"$35,941.19",Music Streaming
,Apple music,Romania,19.99,RON,Individual,$4.68,"$29,554.75",Music Streaming
,Apple music,Mexico,99.00,MXN,Individual,$4.56,"$21,362.85",Music Streaming
,Apple music,Chile,"3,400.00",CPL,Individual,$4.44,"$27,150.38",Music Streaming
,Apple music,Thailand,129.00,THB,Individual,$4.10,"$21,360.92",Music Streaming
,Apple music,Niger,4.99,USD,Family,$4.99,"$1,151.86",Music Streaming
,Apple music,Senegal,4.99,USD,Family,$4.99,"$4,078.55",Music Streaming
,Apple music,Madagascar,4.99,USD,Family,$4.99,"$1,776.18",Music Streaming
,Apple music,Mali,4.99,USD,Family,$4.99,"$2,568.95",Music Streaming
,Apple music,Cote D'Ivoire,4.99,USD,Family,$4.99,"$4,753.58",Music Streaming
,Apple music,Mozambique,4.99,USD,Family,$4.99,"$1,372.42",Music Streaming
,Xbox,Turkey,283.00,TRY,Red Dead,$41.79,"$29,326.50",Gaming
,Playstation,Turkey,309.00,TRY,Spider-Man,$45.63,"$29,326.50",Gaming
,Xbox,Turkey,367.90,TRY,Sekiro,$54.32,"$29,326.50",Gaming
,Amazon Prime,Dominican Republic,5.99,USD,Monthly,$5.99,"$20,625.37",Video Streaming
,Amazon Prime,Trinidad And Tobago,5.99,USD,Monthly,$5.99,"$33,713.04",Video Streaming
,Amazon Prime,Bolivia,5.99,USD,Monthly,$5.99,"$8,524.76",Video Streaming
,Amazon Prime,Ecuador,5.99,USD,Monthly,$5.99,"$11,866.24",Video Streaming
,Amazon Prime,Uruguay,5.99,USD,Monthly,$5.99,"$24,515.57",Video Streaming
,Amazon Prime,El Salvador,5.99,USD,Monthly,$5.99,"$8,593.45",Video Streaming
,Amazon Prime,Micronesia,5.99,USD,Monthly,$5.99,"$3,657.32",Video Streaming
,Amazon Prime,Venezuela,5.99,USD,Monthly,$5.99,"$5,699.00",Video Streaming
,Amazon Prime,Panama,5.99,USD,Monthly,$5.99,"$28,456.01",Video Streaming
,Amazon Prime,Marshall Islands,5.99,USD,Monthly,$5.99,"$3,972.22",Video Streaming
,Amazon Prime,Bangladesh,5.99,USD,Monthly,$5.99,"$5,453.01",Video Streaming
,Amazon Prime,Indonesia,5.99,USD,Monthly,$5.99,"$14,840.76",Video Streaming
,Amazon Prime,Taiwan,5.99,USD,Monthly,$5.99,"$57,214.16",Video Streaming
,Amazon Prime,Kazakhstan,5.99,USD,Monthly,$5.99,"$30,178.19",Video Streaming
,Amazon Prime,Palau,5.99,USD,Monthly,$5.99,"$16,854.87",Video Streaming
,Amazon Prime,Thailand,5.99,USD,Monthly,$5.99,"$21,360.92",Video Streaming
,Amazon Prime,Fiji,5.99,USD,Monthly,$5.99,"$12,689.45",Video Streaming
,Amazon Prime,Macau*,5.99,USD,Monthly,$5.99,"$110,000.00",Video Streaming
,Amazon Prime,Philippines,5.99,USD,Monthly,$5.99,"$10,094.39",Video Streaming
,Amazon Prime,Vietnam,5.99,USD,Monthly,$5.99,"$8,677.54",Video Streaming
,Amazon Prime,Hong Kong,5.99,USD,Monthly,$5.99,"$66,527.92",Video Streaming
,Amazon Prime,Malaysia,5.99,USD,Monthly,$5.99,"$34,567.07",Video Streaming
,Amazon Prime,Canada,7.99,CAD,Monthly,$5.94,"$52,144.45",Video Streaming
,Amazon Prime,Italy,4.99,EUR,Monthly,$5.65,"$41,582.19",Video Streaming
,Amazon Prime,Spain,4.99,EUR,Monthly,$5.65,"$43,007.50",Video Streaming
,Amazon Prime,Australia,6.99,AUD,Monthly,$4.88,"$54,799.04",Video Streaming
,Amazon Prime,Mexico,99.00,MXN,Monthly,$4.56,"$21,362.85",Video Streaming
,Amazon Prime,Chile,"3,500.00",CLP,Monthly,$4.52,"$27,150.38",Video Streaming
,Amazon Prime,Japan,400.00,JPY,Monthly,$3.66,"$46,827.35",Video Streaming
,Amazon Prime,Argentina,219.00,ARS,Monthly,$3.18,"$19,970.52",Video Streaming
,Amazon Prime,Brazil,14.90,BRL,Monthly,$2.92,"$17,016.32",Video Streaming
,Twitch Prime,Algeria,5.99,USD,Monthly,$5.99,"$16,090.69",Video Streaming
,Twitch Prime,Jordan,5.99,USD,Monthly,$5.99,"$9,939.37",Video Streaming
,Twitch Prime,Nigeria,5.99,USD,Monthly,$5.99,"$6,171.68",Video Streaming
,Twitch Prime,South Africa,5.99,USD,Monthly,$5.99,"$13,965.17",Video Streaming
,Twitch Prime,Angola,5.99,USD,Monthly,$5.99,"$6,762.89",Video Streaming
,Twitch Prime,Kenya,5.99,USD,Monthly,$5.99,"$4,078.18",Video Streaming
,Twitch Prime,Oman,5.99,USD,Monthly,$5.99,"$48,593.47",Video Streaming
,Twitch Prime,Tanzania,5.99,USD,Monthly,$5.99,"$3,561.69",Video Streaming
,Twitch Prime,Bahrain,5.99,USD,Monthly,$5.99,"$51,991.13",Video Streaming
,Twitch Prime,Kuwait,5.99,USD,Monthly,$5.99,"$67,890.98",Video Streaming
,Twitch Prime,Pakistan,5.99,USD,Monthly,$5.99,"$6,016.06",Video Streaming
,Twitch Prime,Tunisia,5.99,USD,Monthly,$5.99,"$13,092.76",Video Streaming
,Twitch Prime,Botswana,5.99,USD,Monthly,$5.99,"$19,387.62",Video Streaming
,Twitch Prime,Kyrgyzstan,5.99,USD,Monthly,$5.99,"$4,192.98",Video Streaming
,Twitch Prime,Uganda,5.99,USD,Monthly,$5.99,"$2,752.79",Video Streaming
,Twitch Prime,Cameroon,5.99,USD,Monthly,$5.99,"$4,099.37",Video Streaming
,Twitch Prime,Mauritius,5.99,USD,Monthly,$5.99,"$26,460.58",Video Streaming
,Twitch Prime,Qatar,5.99,USD,Monthly,$5.99,"$138,909.78",Video Streaming
,Twitch Prime,Egypt,5.99,USD,Monthly,$5.99,"$14,800.34",Video Streaming
,Twitch Prime,Mayotte*,5.99,USD,Monthly,$5.99,"$4,900.00",Video Streaming
,Twitch Prime,Reunion*,5.99,USD,Monthly,$5.99,"$6,200.00",Video Streaming
,Twitch Prime,Zimbabwe,5.99,USD,Monthly,$5.99,"$2,777.69",Video Streaming
,Twitch Prime,Ghana,5.99,USD,Monthly,$5.99,"$7,343.04",Video Streaming
,Twitch Prime,Morocco,5.99,USD,Monthly,$5.99,"$9,666.65",Video Streaming
,Twitch Prime,Israel,5.99,USD,Monthly,$5.99,"$40,336.84",Video Streaming
,Twitch Prime,Namibia,5.99,USD,Monthly,$5.99,"$11,450.63",Video Streaming
,Twitch Prime,Senegal,5.99,USD,Monthly,$5.99,"$4,078.55",Video Streaming
,Twitch Prime,Argentina,5.99,USD,Monthly,$5.99,"$19,970.52",Video Streaming
,Twitch Prime,Cayman Islands*,5.99,USD,Monthly,$5.99,"$49,902.10",Video Streaming
,Twitch Prime,Guadeloupe*,5.99,USD,Monthly,$5.99,"$7,900.00",Video Streaming
,Twitch Prime,Paraguay,5.99,USD,Monthly,$5.99,"$14,212.92",Video Streaming
,Twitch Prime,Aruba,5.99,USD,Monthly,$5.99,"$41,176.39",Video Streaming
,Twitch Prime,Chile,5.99,USD,Monthly,$5.99,"$27,150.38",Video Streaming
,Twitch Prime,Guatemala,5.99,USD,Monthly,$5.99,"$9,009.03",Video Streaming
,Twitch Prime,Peru,5.99,USD,Monthly,$5.99,"$15,398.62",Video Streaming
,Twitch Prime,Barbados,5.99,USD,Monthly,$5.99,"$19,363.58",Video Streaming
,Twitch Prime,Colombia,5.99,USD,Monthly,$5.99,"$16,264.97",Video Streaming
,Twitch Prime,Honduras,5.99,USD,Monthly,$5.99,"$5,599.65",Video Streaming
,Twitch Prime,Saint Kitts And Nevis*,5.99,USD,Monthly,$5.99,"$26,531.00",Video Streaming
,Twitch Prime,Belize,5.99,USD,Monthly,$5.99,"$8,790.56",Video Streaming
,Twitch Prime,Jamaica,5.99,USD,Monthly,$5.99,"$9,931.56",Video Streaming
,Twitch Prime,Saint Martin*,5.99,USD,Monthly,$5.99,"$19,300.00",Video Streaming
,Twitch Prime,Bermuda*,5.99,USD,Monthly,$5.99,"$99,400.00",Video Streaming
,Twitch Prime,Dominican Republic,5.99,USD,Monthly,$5.99,"$20,625.37",Video Streaming
,Twitch Prime,Martinique*,5.99,USD,Monthly,$5.99,"$14,400.00",Video Streaming
,Twitch Prime,Trinidad And Tobago,5.99,USD,Monthly,$5.99,"$33,713.04",Video Streaming
,Twitch Prime,Bolivia,5.99,USD,Monthly,$5.99,"$8,524.76",Video Streaming
,Twitch Prime,Ecuador,5.99,USD,Monthly,$5.99,"$11,866.24",Video Streaming
,Twitch Prime,Uruguay,5.99,USD,Monthly,$5.99,"$24,515.57",Video Streaming
,Twitch Prime,El Salvador,5.99,USD,Monthly,$5.99,"$8,593.45",Video Streaming
,Twitch Prime,Micronesia,5.99,USD,Monthly,$5.99,"$3,657.32",Video Streaming
,Twitch Prime,Venezuela,5.99,USD,Monthly,$5.99,"$5,699.00",Video Streaming
,Twitch Prime,French Guiana*,5.99,USD,Monthly,$5.99,"$5,447.00",Video Streaming
,Twitch Prime,Panama,5.99,USD,Monthly,$5.99,"$28,456.01",Video Streaming
,Twitch Prime,Marshall Islands,5.99,USD,Monthly,$5.99,"$3,972.22",Video Streaming
,Twitch Prime,South Korea,5.99,USD,Monthly,$5.99,"$46,451.61",Video Streaming
,Twitch Prime,Bangladesh,5.99,USD,Monthly,$5.99,"$5,453.01",Video Streaming
,Twitch Prime,Indonesia,5.99,USD,Monthly,$5.99,"$14,840.76",Video Streaming
,Twitch Prime,New Caledonia*,5.99,USD,Monthly,$5.99,"$32,100.00",Video Streaming
,Twitch Prime,Sri Lanka,5.99,USD,Monthly,$5.99,"$14,508.78",Video Streaming
,Twitch Prime,Cambodia,5.99,USD,Monthly,$5.99,"$5,004.10",Video Streaming
,Twitch Prime,New Zealand,5.99,USD,Monthly,$5.99,"$42,044.57",Video Streaming
,Twitch Prime,Taiwan,5.99,USD,Monthly,$5.99,"$57,214.16",Video Streaming
,Twitch Prime,Kazakhstan,5.99,USD,Monthly,$5.99,"$30,178.19",Video Streaming
,Twitch Prime,Palau,5.99,USD,Monthly,$5.99,"$16,854.87",Video Streaming
,Twitch Prime,Thailand,5.99,USD,Monthly,$5.99,"$21,360.92",Video Streaming
,Twitch Prime,Fiji,5.99,USD,Monthly,$5.99,"$12,689.45",Video Streaming
,Twitch Prime,Macau*,5.99,USD,Monthly,$5.99,"$110,000.00",Video Streaming
,Twitch Prime,Philippines,5.99,USD,Monthly,$5.99,"$10,094.39",Video Streaming
,Twitch Prime,Vietnam,5.99,USD,Monthly,$5.99,"$8,677.54",Video Streaming
,Twitch Prime,Hong Kong,5.99,USD,Monthly,$5.99,"$66,527.92",Video Streaming
,Twitch Prime,Malaysia,5.99,USD,Monthly,$5.99,"$34,567.07",Video Streaming
,Twitch Prime,Albania,5.99,USD,Monthly,$5.99,"$14,866.44",Video Streaming
,Twitch Prime,Estonia,5.99,USD,Monthly,$5.99,"$37,605.62",Video Streaming
,Twitch Prime,Lithuania,5.99,USD,Monthly,$5.99,"$38,751.02",Video Streaming
,Twitch Prime,Serbia,5.99,USD,Monthly,$5.99,"$19,767.47",Video Streaming
,Twitch Prime,Andorra*,5.99,USD,Monthly,$5.99,"$49,900.00",Video Streaming
,Twitch Prime,Finland,5.99,USD,Monthly,$5.99,"$49,547.88",Video Streaming
,Twitch Prime,Luxembourg,5.99,USD,Monthly,$5.99,"$112,044.59",Video Streaming
,Twitch Prime,Slovakia,5.99,USD,Monthly,$5.99,"$38,321.54",Video Streaming
,Twitch Prime,Armenia,5.99,USD,Monthly,$5.99,"$11,844.65",Video Streaming
,Twitch Prime,Malta,5.99,USD,Monthly,$5.99,"$49,589.46",Video Streaming
,Twitch Prime,Slovenia,5.99,USD,Monthly,$5.99,"$40,343.95",Video Streaming
,Twitch Prime,Monaco*,5.99,USD,Monthly,$5.99,"$115,700.00",Video Streaming
,Twitch Prime,Belarus,5.99,USD,Monthly,$5.99,"$21,223.74",Video Streaming
,Twitch Prime,Gibraltar*,5.99,USD,Monthly,$5.99,"$61,700.00",Video Streaming
,Twitch Prime,Sweden,5.99,USD,Monthly,$5.99,"$55,988.99",Video Streaming
,Twitch Prime,Greece,5.99,USD,Monthly,$5.99,"$31,616.27",Video Streaming
,Twitch Prime,Norway,5.99,USD,Monthly,$5.99,"$79,638.07",Video Streaming
,Twitch Prime,Switzerland,5.99,USD,Monthly,$5.99,"$67,557.70",Video Streaming
,Twitch Prime,Bosnia And Herzegovina,5.99,USD,Monthly,$5.99,"$14,894.16",Video Streaming
,Twitch Prime,Hungary,5.99,USD,Monthly,$5.99,"$35,941.19",Video Streaming
,Twitch Prime,Poland,5.99,USD,Monthly,$5.99,"$35,651.18",Video Streaming
,Twitch Prime,Turkey,5.99,USD,Monthly,$5.99,"$29,326.50",Video Streaming
,Twitch Prime,Bulgaria,5.99,USD,Monthly,$5.99,"$26,034.33",Video Streaming
,Twitch Prime,Iceland,5.99,USD,Monthly,$5.99,"$56,973.68",Video Streaming
,Twitch Prime,Portugal,5.99,USD,Monthly,$5.99,"$34,935.82",Video Streaming
,Twitch Prime,Ukraine,5.99,USD,Monthly,$5.99,"$10,310.06",Video Streaming
,Twitch Prime,Croatia,5.99,USD,Monthly,$5.99,"$29,207.13",Video Streaming
,Twitch Prime,Ireland,5.99,USD,Monthly,$5.99,"$86,988.20",Video Streaming
,Twitch Prime,Romania,5.99,USD,Monthly,$5.99,"$29,554.75",Video Streaming
,Twitch Prime,Cyprus,5.99,USD,Monthly,$5.99,"$42,956.46",Video Streaming
,Twitch Prime,Russia,5.99,USD,Monthly,$5.99,"$30,819.56",Video Streaming
,Twitch Prime,Vatican City*,5.99,USD,Monthly,$5.99,"$21,198.00",Video Streaming
,Twitch Prime,Czech Republic,5.99,USD,Monthly,$5.99,"$40,584.79",Video Streaming
,Twitch Prime,Latvia,5.99,USD,Monthly,$5.99,"$32,986.51",Video Streaming
,Twitch Prime,Saint Barthélemy*,5.99,USD,Monthly,$5.99,"$9,000.00",Video Streaming
,Twitch Prime,Denmark,5.99,USD,Monthly,$5.99,"$55,674.67",Video Streaming
,Twitch Prime,Liechtenstein*,5.99,USD,Monthly,$5.99,"$139,100.00",Video Streaming
,Twitch Prime,San Marino,5.99,USD,Monthly,$5.99,"$62,912.60",Video Streaming
,Spotify,Hungary,4.99,EUR,Individual,$5.65,"$35,941.19",Music Streaming
,Spotify,Peru,18.90,PEN,Individual,$5.51,"$15,398.62",Music Streaming
,Spotify,Poland,19.99,PLN,Individual,$5.10,"$35,651.18",Music Streaming
,Spotify,Taiwan,149.00,TWD,Individual,$5.01,"$57,214.16",Music Streaming
,Spotify,Mexico,99.00,MXN,Individual,$4.56,"$21,362.85",Music Streaming
,Spotify,Chile,"3,490.00",CPL,Individual,$4.55,"$27,150.38",Music Streaming
,Spotify,Colombia,"14,900.00",COP,Individual,$4.14,"$16,264.97",Music Streaming
,Spotify,South Africa,59.99,ZAR,Individual,$3.56,"$13,965.17",Music Streaming
,Spotify,Brazil,16.90,BRL,Individual,$3.31,"$17,016.32",Music Streaming
,Spotify,Turkey,17.99,TRY,Individual,$2.66,"$29,326.50",Music Streaming
,Apple music,Colombia,"12,900.00",COP,Individual,$3.58,"$16,264.97",Music Streaming
,Apple music,South Africa,59.99,ZAR,Individual,$3.56,"$13,965.17",Music Streaming
,Playstation,Turkey,84.00,TRY,Bloodborne,$12.40,"$29,326.50",Gaming
,Steam,Ukraine,236.00,UAH,PUBG,$8.87,"$10,310.06",Gaming
,Steam,Ukraine,629.00,UAH,GTA V,$23.65,"$10,310.06",Gaming
,Apple music,Indonesia,"49,000.00",IDR,Individual,$3.52,"$14,840.76",Music Streaming
,Steam,Ukraine,800.00,UAH,Doom Eternal,$30.08,"$10,310.06",Gaming
,YouTube Premium,Guatemala,7.19,USD,Monthly,$7.19,"$9,009.03",Video Streaming
,YouTube Premium,Panama,7.19,USD,Monthly,$7.19,"$28,456.01",Video Streaming
,YouTube Premium,Uruguay,7.19,USD,Monthly,$7.19,"$24,515.57",Video Streaming
,Netflix,Hungary,"2,490.00",HUF,Basic,$8.19,"$35,941.19",Video Streaming
,Netflix,Hong Kong,63.00,HKD,Basic,$8.13,"$66,527.92",Video Streaming
,Netflix,Iran*,7.99,USD,Basic,$7.99,"$19,098.00",Video Streaming
,Netflix,Egypt,7.99,USD,Basic,$7.99,"$14,800.34",Video Streaming
,Netflix,Qatar,7.99,USD,Basic,$7.99,"$138,909.78",Video Streaming
,Netflix,Iraq,7.99,USD,Basic,$7.99,"$18,754.87",Video Streaming
,Netflix,Algeria,7.99,USD,Basic,$7.99,"$16,090.69",Video Streaming
,Netflix,Jordan,7.99,USD,Basic,$7.99,"$9,939.37",Video Streaming
,Netflix,Lebanon,7.99,USD,Basic,$7.99,"$15,598.81",Video Streaming
,Netflix,Kuwait,7.99,USD,Basic,$7.99,"$67,890.98",Video Streaming
,Netflix,Morocco,7.99,USD,Basic,$7.99,"$9,666.65",Video Streaming
,Netflix,Tunisia,7.99,USD,Basic,$7.99,"$13,092.76",Video Streaming
,Netflix,Bahrain,7.99,USD,Basic,$7.99,"$51,991.13",Video Streaming
,Netflix,Nigeria,7.99,USD,Basic,$7.99,"$6,171.68",Video Streaming
,Netflix,Zambia,7.99,USD,Basic,$7.99,"$4,174.26",Video Streaming
,Netflix,Venezuela,7.99,USD,Basic,$7.99,"$5,699.00",Video Streaming
,Netflix,Kenya,7.99,USD,Basic,$7.99,"$4,078.18",Video Streaming
,Netflix,Zimbabwe,7.99,USD,Basic,$7.99,"$2,777.69",Video Streaming
,Spotify,Philippines,129.00,PHP,Individual,$2.59,"$10,094.39",Music Streaming
,Apple music,Moldova,7.99,USD,Family,$7.99,"$8,160.54",Music Streaming
,Apple music,Tunisia,7.99,USD,Family,$7.99,"$13,092.76",Music Streaming
,Apple music,Morocco,7.99,USD,Family,$7.99,"$9,666.65",Music Streaming
,Apple music,Jordan,7.99,USD,Family,$7.99,"$9,939.37",Music Streaming
,Apple music,Kuwait,7.99,USD,Family,$7.99,"$67,890.98",Music Streaming
,Apple music,Bahrain,7.99,USD,Family,$7.99,"$51,991.13",Music Streaming
,Apple music,Oman,7.99,USD,Family,$7.99,"$48,593.47",Music Streaming
,YouTube Premium,Bosnia And Herzegovina,8.49,USD,Monthly,$8.49,"$14,894.16",Video Streaming
,YouTube Premium,North Macedonia,8.49,USD,Monthly,$8.49,"$17,377.64",Video Streaming
,Netflix,Nepal,7.99,USD,Basic,$7.99,"$3,549.85",Video Streaming
,Netflix,Bangladesh,7.99,USD,Basic,$7.99,"$5,453.01",Video Streaming
,Netflix,United Arab Emirates,29.00,AED,Basic,$7.92,"$70,441.55",Video Streaming
,Apple music,North Macedonia,8.99,USD,Family,$8.99,"$17,377.64",Music Streaming
,Apple music,Armenia,8.99,USD,Family,$8.99,"$11,844.65",Music Streaming
,Netflix,Singapore,10.98,SGD,Basic,$7.88,"$105,689.46",Video Streaming
,Netflix,South Korea,"9,500.00",KRW,Basic,$7.86,"$46,451.61",Video Streaming
,Netflix,Indonesia,"109,000.00",IDR,Basic,$7.83,"$14,840.76",Video Streaming
,Netflix,Chile,"5,990.00",CPL,Standard,$7.82,"$27,150.38",Video Streaming
,Netflix,New Zealand,11.99,NZD,Basic,$7.79,"$42,044.57",Video Streaming
,Netflix,Mexico,169.00,MXN,Standard,$7.78,"$21,362.85",Video Streaming
,Netflix,Vietnam,"180,000.00",VND,Basic,$7.77,"$8,677.54",Video Streaming
,Netflix,Saudi Arabia,29.00,SAR,Basic,$7.73,"$56,912.37",Video Streaming
,Netflix,Malaysia,33.00,MYR,Basic,$7.72,"$34,567.07",Video Streaming
,Netflix,United Kingdom,5.99,GBP,Basic,$7.58,"$48,168.87",Video Streaming
,Netflix,Canada,9.99,CAD,Basic,$7.43,"$52,144.45",Video Streaming
,Netflix,Philippines,370.00,PHP,Basic,$7.42,"$10,094.39",Video Streaming
,Netflix,Japan,800.00,JPY,Basic,$7.32,"$46,827.35",Video Streaming
,Netflix,Peru,24.90,PEN,Basic,$7.26,"$15,398.62",Video Streaming
,Netflix,Australia,9.99,AUD,Basic,$6.98,"$54,799.04",Video Streaming
,Netflix,Colombia,"24,900.00",COP,Standard,$6.92,"$16,264.97",Video Streaming
,Netflix,India,499.00,INR,Basic,$6.61,"$9,026.87",Video Streaming
,Spotify,Argentina,139.00,ARS,Individual,$2.02,"$19,970.52",Music Streaming
,Apple music,Malaysia,14.90,MYR,Individual,$3.49,"$34,567.07",Music Streaming
,Apple music,Brazil,16.19,BRL,Individual,$3.17,"$17,016.32",Music Streaming
,Apple music,Egypt,49.99,EGP,Individual,$3.08,"$14,800.34",Music Streaming
,Apple music,Niger,2.99,USD,Individual,$2.99,"$1,151.86",Music Streaming
,Apple music,Senegal,2.99,USD,Individual,$2.99,"$4,078.55",Music Streaming
,Apple music,Madagascar,2.99,USD,Individual,$2.99,"$1,776.18",Music Streaming
,Apple music,Mali,2.99,USD,Individual,$2.99,"$2,568.95",Music Streaming
,Apple music,Cote D'Ivoire,2.99,USD,Individual,$2.99,"$4,753.58",Music Streaming
,Apple music,Mozambique,2.99,USD,Individual,$2.99,"$1,372.42",Music Streaming
,Apple music,Philippines,129.00,PHP,Individual,$2.59,"$10,094.39",Music Streaming
,Apple music,Vietnam,"59,000.00",VND,Individual,$2.55,"$8,677.54",Music Streaming
,Apple music,Nigeria,900.00,NGN,Individual,$2.49,"$6,171.68",Music Streaming
